comments,likes,user,user_url,source,sentiment
"путина и его шайку в шахту,и зарплату 5 тысяч в месяц,а все ворованные деньги отдать народу!",0,@PapaJohno,https://www.youtube.com/channel/UCf163sYdcUC4aEQn_FhCPfQ,YouTube,1 star
"Политикой управляют большие деньги, так что никакие активисты ничего не сделают без финансиролвания олигархов.",0,@user-bi5ty3js4f,https://www.youtube.com/channel/UCzm5VgbmK4Us-D-BtRsPJww,YouTube,1 star
"А вот еще одна не прикрытая схема коррупции: как чиновники позволяли застройщикам-мошенникам выводить со строек миллиарды (с одного ЖК в Балашихе, где я проводила расследование через продажу квартир афиллированным юр.лицам со стройки выведено 2 -2,5 млрд рублей.), после чего тысячи обманутых дольщиков оказывались без квартир, без денег, с  ипотекой на шее за эти не достроенные квартиры. Схема: мошенник получает от чиновников всю разрешительную документацию и вкусный земельный участок, за который к тому же он даже не платит аренду...(не надо платить ничего в бюджет, если ты уже занес кому надо в карман, всё сойдет с рук! Администрация могла 100 раз расторгнуть договор аренды за неуплату, но этого не произошло. Когда 1 новенький решил прервать договор - с ним быстро провели беседу и он отменил инициативу. )  Имея разрешительные документы и участок, но не имея намерения построить до конца, застройщик привлекает деньги граждан. На стройке он создает маскарад : не соблюдая нормы и правила строит коробки без коммуникаций. Люди читают официальные письма об этой стройке изо всех ведомств: 1) местной администрации 2) министерства строительного комплекса по МО, Красногорск 3) Губернатора МО 4) и даже из аппарата президента, где черным по белому официально, на письмах с гербовыми печатями, пишется &quot;в ходе проверок ...бла -бла...нарушений нет...степень готовности 90%...сдача через 3 дня. &quot;  Люди это всё видели: 1) договор аренды земли есть 2) разрешение на строительство есть 3) разрешенный вид использования земли под застройку многоквартирных домов есть 4) дома вроде стоят 5) сделки через Росреестр...6) полная сумма указывается в договоре, все по 214 ФЗ... банки даже дают ипотеку!! Ну почему бы не купить квартиру на такой высокой стадии готовности ?!!! Да еще и по привлекательной цене. И покупают!!! А потом вместо ключей долго и долго читают тупые отписки ото всех этих ведомств. Бегут в прокуратуру, в следственный комитет, в МВД я заявлениями.....и получают ОТКАЗЫ в возбуждении уголовного дела. Даже когда мы доказывали, что это мошенничество в чистом виде, потому что директор Застройщика ВРАЛ о сроках сдачи при продаже, не выполнил обязательства и компания просто сливается в банкротство : сотрудник МВД не мог сказать в ответ &quot;они хорошие парни...&quot;  Знаете что нам отвечали в не официальной беседе : &quot; я вас полностью понимаю и сочувствую вам.. но я откажу в возбуждении уг.дела и говорю вам, что вам может помочь только общественный резонанс. &quot;  Т.е. сам работник правоохранительных органов  всю схему понял, но не может выполнить свою работу, п.что сработало телефонное право. Потому что 2 украденных миллиарда не пошли кому-то одному. Такие красивые бумажки , позволяющие привлечь 3,5 миллиарда, не выдают за просто так. По этому компании-Застройщики просто сливаются в банкротство, оставляя своих клиентов наедине с недостроенными коробками, с водой в подвалах и плесенью в домах, без воды, газа и света.  Как выводились деньги :  Застройщик по ДДУ продает за 1 миллиард (что составляет примерно 50% от стоимости квартир)  своим юр.лицам все квартиры:  к примеру : 100 квартир фирме ОАО &quot;Рога и копыта&quot;, 50 квартир юр.лицу &quot;Васильки и ромашки&quot; и так далее. Далее эти Юр.лица (прокладки в схеме) продают уже за 100% стоимости реальным покупателям (выручая уже  3,5 млрд.руб. и извлекая 2,5 млрд прибыли).  Застройщик показывает в своей декларации свой принятый на свой счет 1 миллиард : смотрите я все отработал , вот построил на 1 миллиард..немного прибыли себе взял, остальное вот сметы потратил..но денег не хватило. Я банкрот&quot;. А 2,5 млрд получили &quot;Васильки и ромашки&quot; !!!! И они то не обязаны строить и  использовать свою прибыль на стройку. Они были якобы просто клиентами, инвесторами - покупателями. И они с этими деньгами могли делать, что угодно. На всякий случай они обнуляют свои счета и выводят все деньги в офшоры. Мы проверяли, на хозяевах нашего Застройщика в России нет ничего. )  По такой схеме на митингах мы насчитали 62 ЖК -долгостроя по Московской области и 120 долгостроев по Москве!!! А сейчас я вам назову количество обманутых дольщиков и суммы хищений !!!  Наш ЖК был не большой...из 62 других были очень крупные &quot;Урбан -групп&quot;, &quot;СУ-155&quot;, &quot;Новокосино-2&quot; и т.п. У нас было 900 дольщиков, а в Урбан-групп 40 тысяч!  Ну давайте просто по минимуму умножим 2 млрд на 62 ЖК = 124 млрд в МО.... в Москве суммы гораздо выше по стоимостям квартир, умножаем сразу суммы хищений в 3 раза, не ошибемся. По 6 млрд с каждого долгостроя умножить на 120 ЖК = 720 миллиардов! И сотни тысяч  потерпевших только по Москве и МО.  Итого примерно : триллион похищенных средств у простых граждан в сфере долевого строительства. Много дольщиков, заплатив по 50 000 руб за работу колл-центров, дозвонились таки до президента во время прямого эфира со своими бедами. Наш ЖК тоже дозвонился. Но разве в эфир пропустят историю, которая произошла у президента под носом в Московской области. Нет! В эфир разрешили задать вопрос про обманутых дольщиков Владивостока !!! Ура !!!",0,@user-xm6pb9xc2l,https://www.youtube.com/channel/UCSJBEOj-zpAdhMF6xJkHoqw,YouTube,1 star
"То есть любая мразь, террорист, преступник может заплатить деньги и <br>организовать свой заход во власть. Так получается? Так это же полный <br>беспредел. Это по сути - ГосИзмена. Так и террористы могут пробраться во<br> власть. За это надо пожизненно сажать! Решили тут поиграться с нашей <br>Конституцией и Законами. Их террористами надо реально считать. Это так <br>же и есть!",0,@hroniker4231,https://www.youtube.com/channel/UCTNe_CvxXIrHNX_yYVk8sgQ,YouTube,1 star
А с кем  они хотят воевать у них дети и деньги все на западе.......,0,@user-vo1kd2vd7w,https://www.youtube.com/channel/UCfEkAHg05eNgoQt_AtTby5w,YouTube,1 star
"Друзья! Год назад перед выборами я писал.<br>Все сбылось, даже больше.<br>Нельзя больше молчать.<br>Помните, голос за Путина - голос за Чубайса, Кудрина, Сечин, Шувалова, Матвиенко, Усманова, Роттенберга (Платон), Миллера, Грефа, Наибулину, Медведева, и его друзей из кооператива &quot;Озеро&quot;, разграбивших страну и выведших триллион долларов за границу. Это голос за их дворцы, яхты, самолеты,  ворованные деньги у простого народа. Это голос за дальнейшее нищание народа и техническое отставание от остального мира. За пустые ложь и обещания. За Платон.<br><br>Голос за Грудинина - будущее России.<br>   1. Голос за народ.<br>   2. За справедливо распределение богатства страны между всеми людьми страны.<br>   3. За бесплатное образование.<br>   4. За бесплатную медицину.<br>   5. За достойную старость<br>   6. За великое будущее России.<br>Друзья, все чем сейчас может гордиться Россия, сделано во времена СССР!!! И как бы мы не относились к коммунистам, это сделано под их управлением!!!<br><br>А теперь вспомните, чем можно гордиться Путинским правлением?!<br>   1. Где 25 миллионов модернизированных рабочих мест?<br>   2. Где удвоение ВВП?<br>   3. Где увеличение производительности труда в полтора раза?<br>   4. Где место России среди развитых стран?<br>   5. Где достойная старость, пенсия, зарплаты, хорошая медицина.<br>   6. Гдн обещанные снижение тарифов ЖКХ, стоимости бензина, газа для населения?<br>   6. Подобные вопросы на пустые обещания можно продолжать бесконечно долго..<br>Друзья, Путин - это:<br>   1. Дальнейшее обнищание простых людей через рост тарифов ЖКХ, бензина, газа и электричества<br>   2. Рост числа налогов, поборов (Платон 1, 2, 3...)<br>   3. Платное образование, платная медицина.<br>   4. Развал села и сельского хозяйства, промышленности, космической отрасли, самолетостроения.<br>   5. Уменьшение численности населения, территории (приобрели Крым, но на глазах теряют Украину, Дальний Восток).<br>   6. Отъезд перспективной молодежи и капитала.<br>   7. Превращение в тоталитарное государство (больше трех не сбираться, за репост в тюрьму и т.д.)<br>   8. Мрачное будуще России.<br><br>За Грудинина, за СССР 2 с человеческим лицом, шведским социализмом, с учетом опыта Китая.<br>Друзья, Грудинин - это<br>   1. Национализация стратегическиз отраслей и ресурсов страны (нефть, газ, электичество, алкоголь).<br>   2. Возврат ворованных денег олигархами- друзьями Путина обратно в бюджет России.<br>   3. Национализация ЦБ, Сбербанка, и крпуных банков, заставив их работать на страну, а быть ростовщиками.<br>   4. Бесплатная медицина, бесплатное образование.<br>   5. Достойная пенсия 40-50% от средней зарплаты.<br>   6. Достойная зарплата.<br>   7. Низкие % за ипотеку, низкие кредиты в пределах 3-5% максимум.<br>   8. Светлое и Великое будущее России.<br>Как увеличить число голосов за Грудинина?<br>   1. Листовки, наклеенные везде, где возможно.<br>   2. Устная агитация, везде где возможно.<br>   3. Агитация в деревнях, где нет интернета.<br>   4. Всем идти на выборы, не слушайте Навального.<br><br>Друзья, сделайте правильный выбор 18 марта 2018.<br><br>С уважением,<br>до сих пор гражданин СССР",0,@gigok5419,https://www.youtube.com/channel/UC6DcAWCvNa_Mt1evBLqURjg,YouTube,1 star
"Да как вы не поймёте реальная проблема это класовое неравенство, а не коррупция, это что-то вроде предохранителя, буржуазного предохранителя. Главная проблема в том что богатым людям не выгодно чтобы простые люди богатели. Ведь как можно украсть у самих себя если власти и буржуям всё пренадлежит. Нас просто в очередной раз буржуи пытаются и не безуспешно наебать по русски говоря. Вероятно мировыми умами придуманный новый лохотрон типо это не богатые люди с властью виноваты, а коррупция, а некто это проверить не может поэтому верят. Даже если когда-то это и было актуально, но вспомнили только сейчас когда уже окончательно все стало частным даже деньги, те у государства денег в бюджете быть не может зато может быть у корпораций вообщем везде лохотрон. Да и коррупция не такой большой экономический урон наносит по сравнению с властью богатых людей",0,@maksim2360,https://www.youtube.com/channel/UCYOGC7ti9B9QMNh9viJLDYQ,YouTube,1 star
"Хорошо, я тебя понял а про себя такое видео где берёшь деньги кто даёт на ролики, кто в Италию катается, коптеры на что, сколько раз забирали и какие обвинения???  На что живёшь и ТД!",0,@user-sl3cy2pu1b,https://www.youtube.com/channel/UCI6N_oXr28Zh0O0KgsdjosQ,YouTube,5 stars
ПРЕДСТАВЛЯЕТЕ ЕСЛИ БЫ ВСЕХ ВОРОВ В ЗАКОНЕ В ОДНУ ЯМУ ( В КИТАЙСКУЮ СИБИРЬ УЖЕ НЕ ПОШЛЕШЬ)  НАВЕСТИ ПОРЯДОК И КАК МЫ ЗАЖЕВЕМ КОГДА ДЕНЬГИ ПО НАЗНАЧЕНИЮ....,0,@nis1428,https://www.youtube.com/channel/UCDAw2cJhGQBbx0xZQXeL2BQ,YouTube,1 star
"Бога и грех никто не отменял.Купаясь в роскоши в земной жизни за счет простого народа,все гнусные воры,мошенники и лжецы когда-то будут проводить время в аду в вечных муках.Подчеркну еще раз- в ВЕЧНЫХ. И как говорит Библия ( Притчи 11:4) : &quot; Не поможет  и богатство в День Гнева.Правда же спасет от смерти&quot;.  В качестве самого простого примера можно взять трагедию на  &quot; Титанике&quot;,которая наглядно продемонстрировала то,что за деньги невозможно купить самое дорогое-человеческую жизнь.<br>И напоследок хочется процитировать еще одно место из Библии ( 1е послание к Тимофею глава 6 ст.9-10): &quot; А желающие обогащаться впадают в искушение и в<br>сеть и во многие безрассудные и вредные похоти,<br>которые погружают людей в бедствие и пагубу;<br>ибо корень всех зол есть СРЕБРОЛЮБИЕ, которому предавшись,некоторые уклонились от веры и сами себя подвергли многим скорбям&quot;.",0,@innahradil187,https://www.youtube.com/channel/UCP1JXN6yExG1lyPRiMKHVfQ,YouTube,5 stars
Парадокс - маленькие деньги труднее всего зарабатывать.,0,@hematogen50g,https://www.youtube.com/channel/UCzKwbiLmmNaQ2xvURW-zyGA,YouTube,1 star
"Я в этом так себе шарю если что поправте можно сделать так чтоб чиновники не могли получать денежные средства, а весь доход сразу шёл в казну и никто кроме призидента не мог получать доступ к этим деньгам, запретить иметь им частную собственность приносящая доходы, запрет на выезд из страны всем чиновникам, чиновники не платят за жкх и другие услуги, и если чиновник хочет еды гос-во ему покупает или машину ну или новую хату и туже еду которую он захочет. Если у чиновника обнаруживаются деньги от (3000 руб)  их наказывают и изымают (членов семьи всё это тоже касается) таким образом для чиновников всё бесплатно но гос-во может ту или иную вещь не купить, минус взятки, минус их глупые покупки. Короче запретить иметь им деньги и закрыть доступ к этим деньгам а если спалят что у них есть копеечка то полицейский имеет право (даже если есть неприкасновенность) арестовать депутата, если повториться изгоняют из думы. Если моя фишка сработает 90% чиновников прогонят поэтому чиновником стать будет проще, либо учиться на них или иметь какие-то заслуги. Для чиновников в банке проценты идут меньше и за них платит гос-во но только с его разрешения. Если чиновник развёлся через 6 лет после свадьбы жене выделяются 100 000 которые она не имеет право довать мужу. Повысить зарплату полиции и судьям и сделать для них очень большую мативацию. Если разводиться жена ей денежные средства не выделяются.",0,@user-ei7nj3qg7y,https://www.youtube.com/channel/UCpm_C8TL9k9kE5Z61Af4qPg,YouTube,1 star
Чет я не понял... А где факты разворовывания? Ну сорвались торги ну отдали подряд может и не законно хотя хз... А где факты воровства? Откуда цифра в 500 миллионов? Что за сказки про черные чемоданчики для школьников...? Наличными никто деньги не носит...,0,@MrCoolDolphin,https://www.youtube.com/channel/UCSw314Z1aqVilnHag2lYqgA,YouTube,1 star
"Ни кто не отдаст власть добровольно, это же не только деньги но и игра в мировую стратегию, только живыми людьми,у них ничего нет к народу,ни жалости ни сострадания, нужно вставать уже с колен,но нет лидера",0,@user-kr7tu6wn8t,https://www.youtube.com/channel/UCBFFiaMQrBhAC3HUk4NPInQ,YouTube,1 star
Было б не плохо сделать видео про тех 500 публичных человек которые стали &quot;доверенными лицами перед выборами&quot;. Чтоб все знали имена тех кто косвенно виноват в том что сейчас происходит и поменьше бы тратили на них время(слушая или смотря их выступление) и деньги(покупая билеты),0,@dima_drugoi,https://www.youtube.com/channel/UC9vyhF8aOBFsFkNNIN560Lw,YouTube,1 star
"Тратить деньги на борьбу с коррупцией, все равно что тушить пожар напалмом.😀😀😀",0,@user-dk3rr3lb3r,https://www.youtube.com/channel/UCEOPhExK-CBB_JU0VnOGDuw,YouTube,1 star
